Benchmark,Seeds,SAGEMinusSupervisedMean,SAGEMinusSupervisedStd,ConfidenceMinusSupervisedMean,ConfidenceMinusSupervisedStd,SAGEMeanWeightMean,SAGEMeanWeightStd,SAGEMeanDisagreementMean,SAGEMeanDisagreementStd
higgs_public,3,-1.0401145617167156,0.8044017767951288,266.5247309207916,19.58442151780623,0.32520469029744464,0.04609998499030126,0.9373521010080973,0.1622522464774409
year,3,0.10744555791219075,0.10936010082453969,0.5579841534296671,0.0874731669147749,0.3697976271311442,0.02228779716928075,0.5827076037724813,0.03899420786960869
