Benchmark,Seeds,SAGEMinusSupervisedMean,SAGEMinusSupervisedMedian,SAGEMinusSupervisedStd,ConfidenceMinusSupervisedMean,ConfidenceMinusSupervisedMedian,ConfidenceMinusSupervisedStd,SAGEMeanWeightMean,SAGEMeanWeightStd,SAGEMeanDisagreementMean,SAGEMeanDisagreementStd
higgs_public,6,-48.408467531204224,-22.52946949005127,48.38432424262568,434.55288076400757,417.4730587005615,59.90295932561662,0.28288978338241577,0.033422296199218916,1.2819781800111134,0.35369548025887343
year,6,0.06360183159510295,0.054159700870513916,0.12004423032266728,1.593176821867625,1.5835508108139038,0.15959959974004329,0.27957331637541455,0.019392253880359363,0.8666162192821503,0.06055967164563653
