Benchmark,Seed,ObjectiveMetric,ExtraMetric,SupervisedObjective,SAGEObjective,ConfidenceObjective,SAGEMinusSupervised,ConfidenceMinusSupervised,SupervisedExtra,SAGEExtra,ConfidenceExtra,SAGEMeanWeight,SAGEMeanDisagreement,MeanTeacherObjective,MeanTeacherMinusSupervised,MeanTeacherExtra,SupervisedNLL_ID,SAGENLL_ID,SupervisedRMSE_OOD,SAGERMSE_OOD
year,260410,NLL,Cov90,2.0363712310791016,2.111478090286255,3.7012219429016113,0.07510685920715332,1.6648507118225098,0.770294189453125,0.717376708984375,0.5716552734375,0.30314135551452637,0.9093413949012756,3.0226309299468994,0.9862596988677979,0.655364990234375,,,,
higgs_public,260410,NLL_OOD,Cov90_OOD,99.18440246582031,6.4405317306518555,509.801025390625,-92.74387073516846,410.6166229248047,0.6030639410018921,0.5112060308456421,0.24171142280101776,0.23172688484191895,1.8500430583953857,257.86322021484375,158.67881774902344,0.5210815668106079,1.40959894657135,1.713497519493103,2.009023666381836,2.2228662967681885
year,260411,NLL,Cov90,2.037259578704834,2.2345240116119385,3.677074432373047,0.1972644329071045,1.639814853668213,0.754608154296875,0.707366943359375,0.551483154296875,0.2616882026195526,0.8904620409011841,3.5483527183532715,1.5110931396484375,0.637298583984375,,,,
higgs_public,260411,NLL_OOD,Cov90_OOD,58.128318786621094,6.1521759033203125,499.3726501464844,-51.97614288330078,441.2443313598633,0.6006225347518921,0.516955554485321,0.16439208388328552,0.2844856381416321,1.216034173965454,287.7779846191406,229.64966583251953,0.48063963651657104,1.2327184677124023,1.4439560174942017,2.0150365829467773,2.2196693420410156
year,260412,NLL,Cov90,1.926531195640564,1.9597437381744385,3.8046998977661133,0.03321254253387451,1.8781687021255493,0.751190185546875,0.73834228515625,0.537811279296875,0.26892930269241333,0.907093346118927,3.703909158706665,1.777377963066101,0.648895263671875,,,,
higgs_public,260412,NLL_OOD,Cov90_OOD,15.811100959777832,7.201653957366943,498.44427490234375,-8.609447002410889,482.6331739425659,0.5843871831893921,0.507397472858429,0.12481689453125,0.32436034083366394,0.8575171232223511,148.99932861328125,133.18822765350342,0.47559815645217896,1.1797596216201782,1.413399338722229,2.057387113571167,2.2519710063934326
year,260413,NLL,Cov90,2.138920307159424,2.078734874725342,3.602339267730713,-0.06018543243408203,1.463418960571289,0.75177001953125,0.72064208984375,0.54254150390625,0.2650997042655945,0.8742808699607849,3.174668312072754,1.03574800491333,0.66131591796875,,,,
higgs_public,260413,NLL_OOD,Cov90_OOD,26.641590118408203,6.576611518859863,398.90130615234375,-20.06497859954834,372.25971603393555,0.6183227300643921,0.5112060308456421,0.17558594048023224,0.2698768377304077,1.2987804412841797,235.2243194580078,208.5827293395996,0.533935546875,1.2257683277130127,1.4632488489151,1.975544810295105,2.219449758529663
year,260414,NLL,Cov90,2.2336573600769043,2.463284969329834,3.619178295135498,0.2296276092529297,1.3855209350585938,0.745635986328125,0.707275390625,0.5531005859375,0.2684412896633148,0.8845397233963013,3.5699808597564697,1.3363234996795654,0.636077880859375,,,,
higgs_public,260414,NLL_OOD,Cov90_OOD,20.598730087280273,5.7346086502075195,352.3934631347656,-14.864121437072754,331.79473304748535,0.6703735589981079,0.520520031452179,0.15264892578125,0.2577372193336487,1.317821741104126,165.9760284423828,145.37729835510254,0.534472644329071,1.1937119960784912,1.4068790674209595,2.012333631515503,2.2432796955108643
year,260415,NLL,Cov90,2.427048444747925,2.3336334228515625,3.9543352127075195,-0.0934150218963623,1.5272867679595947,0.75677490234375,0.720062255859375,0.545684814453125,0.31014004349708557,0.7339799404144287,3.998415231704712,1.571366786956787,0.65283203125,,,,
higgs_public,260415,NLL_OOD,Cov90_OOD,103.55064392089844,6.664829254150391,495.4647521972656,-96.88581466674805,391.9141082763672,0.599475085735321,0.50946044921875,0.13930663466453552,0.2897185683250427,1.4395968914031982,379.07330322265625,275.5226593017578,0.4811157286167145,1.555330514907837,1.8400135040283203,1.978133201599121,2.235379695892334
