Method,Dataset,UnlabeledFraction,RMSE,NLL,CRPS,Cov90,Width90,CoverageGap90,CalibMAE,MeanWeight,MeanDisagreement,train_s,eval_s,TabReDSplit,N_train_pool_used,N_test_used
SupervisedOnly,delivery-eta,1.0,0.817541778087616,1.822303295135498,0.481596976518631,0.6532154083251953,1.5096880197525024,0.2467845916748047,0.09699612110853195,0.0,0.0,0.6402938330138568,0.017702292010653764,default,69632,37320
MeanTeacher,delivery-eta,1.0,0.8129235506057739,2.622340440750122,0.4886249303817749,0.575937807559967,1.2423713207244873,0.324062192440033,0.10489791631698608,0.8,0.0,1.7805122080026194,0.017445667006541044,default,69632,37320
ConfidenceWeightedPseudoLabel,delivery-eta,1.0,0.8103838562965393,3.055555820465088,0.49841949343681335,0.515943169593811,1.0737779140472412,0.384056830406189,0.1225418895483017,0.9996895790100098,0.0,10.47563583299052,0.01762258299277164,default,69632,37320
SAGE-Reg,delivery-eta,1.0,0.8148965835571289,2.2021822929382324,0.4875558316707611,0.602009654045105,1.334852695465088,0.29799034595489504,0.10337480902671814,0.9835156202316284,0.003022259334102273,3.5351750000263564,0.020390916004544124,default,69632,37320
