Method,Dataset,UnlabeledFraction,RMSE,NLL,CRPS,Cov90,Width90,CoverageGap90,CalibMAE,MeanWeight,MeanDisagreement,train_s,eval_s,TabReDSplit,N_train_pool_used,N_test_used
SupervisedOnly,delivery-eta,1.0,3549.700439453125,313669.125,111.40251922607422,0.855224609375,2.458083152770996,0.04477539062500002,0.04097708314657211,0.0,0.0,0.15390395803842694,0.0028452500118874013,default,10240,4096
MeanTeacher,delivery-eta,1.0,3913.658447265625,381288.625,122.75138854980469,0.8125,2.1062326431274414,0.08750000000000002,0.05626798793673515,0.8,0.0,0.5402680410188623,0.0027851249906234443,default,10240,4096
PiModelConsistency,delivery-eta,1.0,5897.75244140625,865884.875,184.7498321533203,0.8134765625,2.0580427646636963,0.08652343750000002,0.043462175875902176,0.8,0.0,0.7696051660459489,0.012480333971325308,default,10240,4096
ConfidenceWeightedPseudoLabel,delivery-eta,1.0,2943.058837890625,1747168512.0,92.4477310180664,0.698486328125,1.6828199625015259,0.20151367187500002,0.08610711246728897,0.9977141618728638,0.0,1.119970333063975,0.0025237079826183617,default,10240,4096
SAGE-Reg,delivery-eta,1.0,4006.0166015625,399496.875,125.6385726928711,0.830322265625,2.194763660430908,0.06967773437500002,0.05620374158024788,0.9980549216270447,0.00035079490044154227,1.0094817500794306,0.008490875014103949,default,10240,4096
