Benchmark,Seed,ObjectiveMetric,ExtraMetric,SupervisedObjective,SAGEObjective,ConfidenceObjective,SAGEMinusSupervised,ConfidenceMinusSupervised,SupervisedExtra,SAGEExtra,ConfidenceExtra,SAGEMeanWeight,SAGEMeanDisagreement
year,260410,NLL,Cov90,3.624089479446411,3.0614845752716064,4.91867733001709,-0.5626049041748047,1.2945878505706787,0.707122802734375,0.64276123046875,0.48443603515625,0.25553491711616516,0.9793565273284912
year,260411,NLL,Cov90,2.545447587966919,2.5753660202026367,3.9650514125823975,0.029918432235717773,1.4196038246154785,0.715240478515625,0.676055908203125,0.487335205078125,0.26580941677093506,0.9744898080825806
year,260412,NLL,Cov90,3.1815195083618164,3.2432408332824707,4.130293846130371,0.0617213249206543,0.9487743377685547,0.709991455078125,0.676483154296875,0.50677490234375,0.2720249593257904,0.9627612829208374
