Method,Dataset,UnlabeledFraction,RMSE,NLL,CRPS,Cov90,Width90,CoverageGap90,CalibMAE,MeanWeight,MeanDisagreement,train_s,eval_s
SupervisedOnly,/Users/fabbros/src/torchregress/docs/research/sage_reg_results/2026-04-10/openml_year.csv,0.25,0.8915620446205139,2.1346349716186523,0.4479001462459564,0.75518798828125,1.7208976745605469,0.14481201171875002,0.0640101432800293,0.0,0.0,2.0960891249997076,0.019886666996171698
ConfidenceWeightedPseudoLabel,/Users/fabbros/src/torchregress/docs/research/sage_reg_results/2026-04-10/openml_year.csv,0.25,0.8946952223777771,4.657982349395752,0.4772152900695801,0.508209228515625,1.010444164276123,0.391790771484375,0.12651945650577545,0.976573646068573,0.0,14.660071457998129,0.018572208005934954
SAGE-Reg,/Users/fabbros/src/torchregress/docs/research/sage_reg_results/2026-04-10/openml_year.csv,0.25,0.9041783809661865,2.587252616882324,0.460395872592926,0.6676025390625,1.4755157232284546,0.23239746093750002,0.09309884905815125,0.9652961492538452,0.006615001708269119,7.742333292000694,0.017730166000546888
SupervisedOnly,/Users/fabbros/src/torchregress/docs/research/sage_reg_results/2026-04-10/openml_year.csv,0.5,0.8915620446205139,2.1346349716186523,0.4479001462459564,0.75518798828125,1.7208976745605469,0.14481201171875002,0.0640101432800293,0.0,0.0,1.3096267500077374,0.01802200000383891
ConfidenceWeightedPseudoLabel,/Users/fabbros/src/torchregress/docs/research/sage_reg_results/2026-04-10/openml_year.csv,0.5,0.9131101965904236,4.865184307098389,0.48633673787117004,0.4912109375,1.0013763904571533,0.4087890625,0.1308336704969406,0.976743221282959,0.0,24.87306795900804,0.015224375005345792
SAGE-Reg,/Users/fabbros/src/torchregress/docs/research/sage_reg_results/2026-04-10/openml_year.csv,0.5,0.9020062685012817,2.2187914848327637,0.45747408270835876,0.686859130859375,1.5329744815826416,0.21314086914062502,0.09163721650838852,0.9647586345672607,0.006670371629297733,6.5588797079981305,0.016985833004582673
SupervisedOnly,/Users/fabbros/src/torchregress/docs/research/sage_reg_results/2026-04-10/openml_year.csv,1.0,0.8915620446205139,2.1346349716186523,0.4479001462459564,0.75518798828125,1.7208976745605469,0.14481201171875002,0.0640101432800293,0.0,0.0,1.1840138750121696,0.0178527079988271
ConfidenceWeightedPseudoLabel,/Users/fabbros/src/torchregress/docs/research/sage_reg_results/2026-04-10/openml_year.csv,1.0,0.9008802771568298,3.969097137451172,0.4770316481590271,0.514007568359375,1.069284200668335,0.385992431640625,0.12850020825862885,0.9766166806221008,0.0,46.37668495801336,0.016515875002369285
SAGE-Reg,/Users/fabbros/src/torchregress/docs/research/sage_reg_results/2026-04-10/openml_year.csv,1.0,0.9056075811386108,2.0032472610473633,0.4581788182258606,0.7059326171875,1.5777759552001953,0.19406738281250002,0.08921123296022415,0.9683865308761597,0.00595441646873951,6.443338458018843,0.01748487500299234
