Benchmark,Seed,ObjectiveMetric,ExtraMetric,SupervisedObjective,SAGEObjective,ConfidenceObjective,SAGEMinusSupervised,ConfidenceMinusSupervised,SupervisedExtra,SAGEExtra,ConfidenceExtra,SAGEMeanWeight,SAGEMeanDisagreement
year,260410,NLL,Cov90,2.1963629722595215,1.9759294986724854,3.8963632583618164,-0.22043347358703613,1.700000286102295,0.76806640625,0.721282958984375,0.554931640625,0.3099614977836609,0.8133673071861267
higgs_public,260410,NLL_OOD,Cov90_OOD,9.144744873046875,7.902829170227051,403.97039794921875,-1.2419157028198242,394.8256530761719,0.5546875,0.611572265625,0.2608642578125,0.23826846480369568,1.412788987159729
year,260411,NLL,Cov90,2.124835968017578,2.2629475593566895,3.9358997344970703,0.13811159133911133,1.8110637664794922,0.7530517578125,0.717071533203125,0.54791259765625,0.2624795436859131,0.9209891557693481
higgs_public,260411,NLL_OOD,Cov90_OOD,38.12348937988281,4.572700500488281,352.9461975097656,-33.55078887939453,314.8227081298828,0.560546875,0.6572265625,0.3572998046875,0.16811296343803406,2.198117971420288
year,260412,NLL,Cov90,1.8202297687530518,2.039809465408325,3.7728981971740723,0.21957969665527344,1.9526684284210205,0.76898193359375,0.719940185546875,0.52655029296875,0.29668858647346497,0.812912106513977
higgs_public,260412,NLL_OOD,Cov90_OOD,88.17411804199219,57.959686279296875,354.16888427734375,-30.214431762695312,265.99476623535156,0.6607666015625,0.8609619140625,0.4344482421875,0.14245499670505524,2.160271644592285
