Benchmark,ObjectiveMetric,ExtraMetric,tau,unlabeled_noise,feature_drop_prob,feature_mix_prob,pseudo_weight,agreement_weight,weight_power,hard_weight_threshold,SupervisedObjective,ConfidenceObjective,SAGEObjective,SAGEMinusSupervised,ConfidenceMinusSupervised,SupervisedExtra,SAGEExtra,ConfidenceExtra,SAGEMeanWeight,SAGEMeanDisagreement
year,NLL,Cov90,0.12,0.02,0.2,0.1,0.4,0.25,1.0,-1.0,1.3018505573272705,1.980907678604126,1.7926992177963257,0.4908486604690552,0.6790571212768555,0.860382080078125,0.798248291015625,0.703216552734375,0.1415981948375702,0.7871261835098267
year,NLL,Cov90,0.12,0.02,0.2,0.1,0.4,0.25,1.0,0.85,1.3018505573272705,1.980907678604126,1.9846017360687256,0.6827511787414551,0.6790571212768555,0.860382080078125,0.795318603515625,0.703216552734375,0.0069398838095366955,0.8014993667602539
year,NLL,Cov90,0.12,0.02,0.2,0.1,0.4,0.25,2.0,-1.0,1.3018505573272705,1.980907678604126,1.9202486276626587,0.6183980703353882,0.6790571212768555,0.860382080078125,0.785888671875,0.703216552734375,0.05909918621182442,0.8436676263809204
year,NLL,Cov90,0.12,0.02,0.2,0.1,0.4,0.25,2.0,0.85,1.3018505573272705,1.980907678604126,2.0092074871063232,0.7073569297790527,0.6790571212768555,0.860382080078125,0.80438232421875,0.703216552734375,0.0,0.8145372867584229
year,NLL,Cov90,0.12,0.02,0.2,0.1,0.4,0.5,1.0,-1.0,1.3018505573272705,1.980907678604126,1.5963740348815918,0.2945234775543213,0.6790571212768555,0.860382080078125,0.820098876953125,0.703216552734375,0.16451480984687805,0.6966962814331055
year,NLL,Cov90,0.12,0.02,0.2,0.1,0.4,0.5,1.0,0.85,1.3018505573272705,1.980907678604126,2.0219855308532715,0.720134973526001,0.6790571212768555,0.860382080078125,0.812774658203125,0.703216552734375,0.0069282627664506435,0.7066667079925537
year,NLL,Cov90,0.12,0.02,0.2,0.1,0.4,0.5,2.0,-1.0,1.3018505573272705,1.980907678604126,1.7124940156936646,0.41064345836639404,0.6790571212768555,0.860382080078125,0.80780029296875,0.703216552734375,0.07611359655857086,0.7400689125061035
year,NLL,Cov90,0.12,0.02,0.2,0.1,0.4,0.5,2.0,0.85,1.3018505573272705,1.980907678604126,1.9099395275115967,0.6080889701843262,0.6790571212768555,0.860382080078125,0.8111572265625,0.703216552734375,0.0,0.7646570801734924
year,NLL,Cov90,0.12,0.02,0.2,0.2,0.4,0.25,1.0,-1.0,1.3018505573272705,1.980907678604126,1.7919695377349854,0.49011898040771484,0.6790571212768555,0.860382080078125,0.797149658203125,0.703216552734375,0.08937060087919235,1.042534351348877
year,NLL,Cov90,0.12,0.02,0.2,0.2,0.4,0.25,1.0,0.85,1.3018505573272705,1.980907678604126,1.7956032752990723,0.49375271797180176,0.6790571212768555,0.860382080078125,0.814453125,0.703216552734375,0.0017708158120512962,1.078033685684204
