Benchmark,ObjectiveMetric,ExtraMetric,tau,unlabeled_noise,feature_drop_prob,feature_mix_prob,pseudo_weight,agreement_weight,weight_power,hard_weight_threshold,SupervisedObjective,ConfidenceObjective,SAGEObjective,SAGEMinusSupervised,ConfidenceMinusSupervised,SupervisedExtra,SAGEExtra,ConfidenceExtra,SAGEMeanWeight,SAGEMeanDisagreement
higgs_public,NLL_OOD,Cov90_OOD,0.12,0.02,0.0,0.0,0.4,0.25,1.0,-1.0,3.2778522968292236,254.64334106445312,4.246614456176758,0.9687621593475342,251.3654887676239,0.6563720703125,0.63671875,0.2200927734375,0.9865692853927612,0.0016555041074752808
higgs_public,NLL_OOD,Cov90_OOD,0.12,0.02,0.0,0.0,0.4,0.25,1.0,0.85,3.2778522968292236,254.64334106445312,4.246614456176758,0.9687621593475342,251.3654887676239,0.6563720703125,0.63671875,0.2200927734375,0.9838894605636597,0.0016555041074752808
higgs_public,NLL_OOD,Cov90_OOD,0.12,0.02,0.0,0.0,0.4,0.25,2.0,-1.0,3.2778522968292236,254.64334106445312,4.332590103149414,1.0547378063201904,251.3654887676239,0.6563720703125,0.634765625,0.2200927734375,0.9738167524337769,0.0016555041074752808
higgs_public,NLL_OOD,Cov90_OOD,0.12,0.02,0.0,0.0,0.4,0.25,2.0,0.85,3.2778522968292236,254.64334106445312,4.312872886657715,1.0350205898284912,251.3654887676239,0.6563720703125,0.634033203125,0.2200927734375,0.9550930857658386,0.0016555041074752808
higgs_public,NLL_OOD,Cov90_OOD,0.12,0.02,0.0,0.0,0.4,0.5,1.0,-1.0,3.2778522968292236,254.64334106445312,4.026218414306641,0.748366117477417,251.3654887676239,0.6563720703125,0.64306640625,0.2200927734375,0.9865692853927612,0.0016555041074752808
higgs_public,NLL_OOD,Cov90_OOD,0.12,0.02,0.0,0.0,0.4,0.5,1.0,0.85,3.2778522968292236,254.64334106445312,4.026218414306641,0.748366117477417,251.3654887676239,0.6563720703125,0.64306640625,0.2200927734375,0.9838894605636597,0.0016555041074752808
higgs_public,NLL_OOD,Cov90_OOD,0.12,0.02,0.0,0.0,0.4,0.5,2.0,-1.0,3.2778522968292236,254.64334106445312,4.083593368530273,0.8057410717010498,251.3654887676239,0.6563720703125,0.642822265625,0.2200927734375,0.9738167524337769,0.0016555041074752808
higgs_public,NLL_OOD,Cov90_OOD,0.12,0.02,0.0,0.0,0.4,0.5,2.0,0.85,3.2778522968292236,254.64334106445312,4.072922229766846,0.7950699329376221,251.3654887676239,0.6563720703125,0.6424560546875,0.2200927734375,0.9550930857658386,0.0016555041074752808
higgs_public,NLL_OOD,Cov90_OOD,0.12,0.02,0.0,0.1,0.4,0.25,1.0,-1.0,3.2778522968292236,254.64334106445312,4.23735237121582,0.9595000743865967,251.3654887676239,0.6563720703125,0.6295166015625,0.2200927734375,0.4555148482322693,0.35957926511764526
higgs_public,NLL_OOD,Cov90_OOD,0.12,0.02,0.0,0.1,0.4,0.25,1.0,0.85,3.2778522968292236,254.64334106445312,4.554145812988281,1.2762935161590576,251.3654887676239,0.6563720703125,0.6243896484375,0.2200927734375,0.20733878016471863,0.35957926511764526
