Benchmark,ObjectiveMetric,ExtraMetric,tau,unlabeled_noise,feature_drop_prob,pseudo_weight,agreement_weight,weight_power,hard_weight_threshold,SupervisedObjective,ConfidenceObjective,SAGEObjective,SAGEMinusSupervised,ConfidenceMinusSupervised,SupervisedExtra,SAGEExtra,ConfidenceExtra,SAGEMeanWeight,SAGEMeanDisagreement
year,NLL,Cov90,0.18,0.05,0.1,0.4,0.25,1.0,-1.0,1.3018505573272705,1.980907678604126,1.7400685548782349,0.43821799755096436,0.6790571212768555,0.860382080078125,0.792633056640625,0.703216552734375,0.47522833943367004,0.2923130393028259
year,NLL,Cov90,0.18,0.05,0.1,0.4,0.25,1.0,0.85,1.3018505573272705,1.980907678604126,1.9301154613494873,0.6282649040222168,0.6790571212768555,0.860382080078125,0.790283203125,0.703216552734375,0.13570356369018555,0.30368784070014954
year,NLL,Cov90,0.18,0.05,0.1,0.4,0.25,2.0,-1.0,1.3018505573272705,1.980907678604126,1.8665111064910889,0.5646605491638184,0.6790571212768555,0.860382080078125,0.78485107421875,0.703216552734375,0.32195669412612915,0.30286920070648193
year,NLL,Cov90,0.18,0.05,0.1,0.4,0.25,2.0,0.85,1.3018505573272705,1.980907678604126,1.770994782447815,0.46914422512054443,0.6790571212768555,0.860382080078125,0.800628662109375,0.703216552734375,0.05312380939722061,0.3010442852973938
year,NLL,Cov90,0.18,0.05,0.1,0.4,0.5,1.0,-1.0,1.3018505573272705,1.980907678604126,1.5968804359436035,0.295029878616333,0.6790571212768555,0.860382080078125,0.81304931640625,0.703216552734375,0.5020855665206909,0.2603258192539215
year,NLL,Cov90,0.18,0.05,0.1,0.4,0.5,1.0,0.85,1.3018505573272705,1.980907678604126,1.6533585786819458,0.3515080213546753,0.6790571212768555,0.860382080078125,0.81756591796875,0.703216552734375,0.15281125903129578,0.27843475341796875
year,NLL,Cov90,0.18,0.05,0.1,0.4,0.5,2.0,-1.0,1.3018505573272705,1.980907678604126,1.6709283590316772,0.36907780170440674,0.6790571212768555,0.860382080078125,0.80364990234375,0.703216552734375,0.34525159001350403,0.27074629068374634
year,NLL,Cov90,0.18,0.05,0.1,0.4,0.5,2.0,0.85,1.3018505573272705,1.980907678604126,1.6475465297698975,0.34569597244262695,0.6790571212768555,0.860382080078125,0.8370361328125,0.703216552734375,0.06542647629976273,0.27304378151893616
year,NLL,Cov90,0.18,0.05,0.2,0.4,0.25,1.0,-1.0,1.3018505573272705,1.980907678604126,1.7512845993041992,0.4494340419769287,0.6790571212768555,0.860382080078125,0.794158935546875,0.703216552734375,0.3284182548522949,0.4902600944042206
year,NLL,Cov90,0.18,0.05,0.2,0.4,0.25,1.0,0.85,1.3018505573272705,1.980907678604126,1.8954201936721802,0.5935696363449097,0.6790571212768555,0.860382080078125,0.78656005859375,0.703216552734375,0.04933803901076317,0.5148739218711853
year,NLL,Cov90,0.18,0.05,0.2,0.4,0.25,2.0,-1.0,1.3018505573272705,1.980907678604126,1.8467621803283691,0.5449116230010986,0.6790571212768555,0.860382080078125,0.785614013671875,0.703216552734375,0.1925642192363739,0.5094308257102966
year,NLL,Cov90,0.18,0.05,0.2,0.4,0.25,2.0,0.85,1.3018505573272705,1.980907678604126,1.6590403318405151,0.35718977451324463,0.6790571212768555,0.860382080078125,0.818817138671875,0.703216552734375,0.01414528675377369,0.5047415494918823
year,NLL,Cov90,0.18,0.05,0.2,0.4,0.5,1.0,-1.0,1.3018505573272705,1.980907678604126,1.646777868270874,0.3449273109436035,0.6790571212768555,0.860382080078125,0.813934326171875,0.703216552734375,0.3579840660095215,0.435451865196228
year,NLL,Cov90,0.18,0.05,0.2,0.4,0.5,1.0,0.85,1.3018505573272705,1.980907678604126,1.6016910076141357,0.29984045028686523,0.6790571212768555,0.860382080078125,0.822967529296875,0.703216552734375,0.07385647296905518,0.46222344040870667
year,NLL,Cov90,0.18,0.05,0.2,0.4,0.5,2.0,-1.0,1.3018505573272705,1.980907678604126,1.5373873710632324,0.23553681373596191,0.6790571212768555,0.860382080078125,0.82928466796875,0.703216552734375,0.21754784882068634,0.4481632113456726
year,NLL,Cov90,0.18,0.05,0.2,0.4,0.5,2.0,0.85,1.3018505573272705,1.980907678604126,1.9660120010375977,0.6641614437103271,0.6790571212768555,0.860382080078125,0.79803466796875,0.703216552734375,0.017455222085118294,0.4591270089149475
year,NLL,Cov90,0.18,0.1,0.0,0.4,0.25,1.0,-1.0,1.3018505573272705,1.980907678604126,1.7982600927352905,0.49640953540802,0.6790571212768555,0.860382080078125,0.787628173828125,0.703216552734375,0.8310873508453369,0.03777053952217102
year,NLL,Cov90,0.18,0.1,0.0,0.4,0.25,1.0,0.85,1.3018505573272705,1.980907678604126,1.8784360885620117,0.5765855312347412,0.6790571212768555,0.860382080078125,0.781890869140625,0.703216552734375,0.5542490482330322,0.03864223510026932
year,NLL,Cov90,0.18,0.1,0.0,0.4,0.25,2.0,-1.0,1.3018505573272705,1.980907678604126,1.8291388750076294,0.5272883176803589,0.6790571212768555,0.860382080078125,0.790191650390625,0.703216552734375,0.715146541595459,0.0380372479557991
year,NLL,Cov90,0.18,0.1,0.0,0.4,0.25,2.0,0.85,1.3018505573272705,1.980907678604126,1.7633146047592163,0.4614640474319458,0.6790571212768555,0.860382080078125,0.7906494140625,0.703216552734375,0.3599652051925659,0.03817848116159439
year,NLL,Cov90,0.18,0.1,0.0,0.4,0.5,1.0,-1.0,1.3018505573272705,1.980907678604126,1.5090179443359375,0.207167387008667,0.6790571212768555,0.860382080078125,0.81744384765625,0.703216552734375,0.8537508249282837,0.03175795078277588
year,NLL,Cov90,0.18,0.1,0.0,0.4,0.5,1.0,0.85,1.3018505573272705,1.980907678604126,1.5805435180664062,0.27869296073913574,0.6790571212768555,0.860382080078125,0.810577392578125,0.703216552734375,0.6004316806793213,0.03327246382832527
year,NLL,Cov90,0.18,0.1,0.0,0.4,0.5,2.0,-1.0,1.3018505573272705,1.980907678604126,1.5751979351043701,0.2733473777770996,0.6790571212768555,0.860382080078125,0.8114013671875,0.703216552734375,0.740898609161377,0.03321118280291557
year,NLL,Cov90,0.18,0.1,0.0,0.4,0.5,2.0,0.85,1.3018505573272705,1.980907678604126,1.5526528358459473,0.25080227851867676,0.6790571212768555,0.860382080078125,0.811492919921875,0.703216552734375,0.39412862062454224,0.03388514369726181
year,NLL,Cov90,0.18,0.1,0.1,0.4,0.25,1.0,-1.0,1.3018505573272705,1.980907678604126,1.7494791746139526,0.44762861728668213,0.6790571212768555,0.860382080078125,0.79241943359375,0.703216552734375,0.4383814334869385,0.3179980516433716
year,NLL,Cov90,0.18,0.1,0.1,0.4,0.25,1.0,0.85,1.3018505573272705,1.980907678604126,1.793602705001831,0.49175214767456055,0.6790571212768555,0.860382080078125,0.796539306640625,0.703216552734375,0.10611880570650101,0.3221254050731659
year,NLL,Cov90,0.18,0.1,0.1,0.4,0.25,2.0,-1.0,1.3018505573272705,1.980907678604126,1.8811672925949097,0.5793167352676392,0.6790571212768555,0.860382080078125,0.78411865234375,0.703216552734375,0.28804874420166016,0.321778267621994
year,NLL,Cov90,0.18,0.1,0.1,0.4,0.25,2.0,0.85,1.3018505573272705,1.980907678604126,1.812744379043579,0.5108938217163086,0.6790571212768555,0.860382080078125,0.78680419921875,0.703216552734375,0.037264496088027954,0.32865825295448303
year,NLL,Cov90,0.18,0.1,0.1,0.4,0.5,1.0,-1.0,1.3018505573272705,1.980907678604126,1.5931785106658936,0.29132795333862305,0.6790571212768555,0.860382080078125,0.812042236328125,0.703216552734375,0.4697466194629669,0.27953657507896423
year,NLL,Cov90,0.18,0.1,0.1,0.4,0.5,1.0,0.85,1.3018505573272705,1.980907678604126,1.700559139251709,0.3987085819244385,0.6790571212768555,0.860382080078125,0.815460205078125,0.703216552734375,0.12218242138624191,0.29466938972473145
year,NLL,Cov90,0.18,0.1,0.1,0.4,0.5,2.0,-1.0,1.3018505573272705,1.980907678604126,1.6476051807403564,0.34575462341308594,0.6790571212768555,0.860382080078125,0.8092041015625,0.703216552734375,0.31100350618362427,0.2882375419139862
year,NLL,Cov90,0.18,0.1,0.1,0.4,0.5,2.0,0.85,1.3018505573272705,1.980907678604126,1.8666796684265137,0.5648291110992432,0.6790571212768555,0.860382080078125,0.798797607421875,0.703216552734375,0.03407255932688713,0.30220717191696167
year,NLL,Cov90,0.18,0.1,0.2,0.4,0.25,1.0,-1.0,1.3018505573272705,1.980907678604126,1.7629456520080566,0.46109509468078613,0.6790571212768555,0.860382080078125,0.791534423828125,0.703216552734375,0.31474536657333374,0.5041307806968689
year,NLL,Cov90,0.18,0.1,0.2,0.4,0.25,1.0,0.85,1.3018505573272705,1.980907678604126,1.7784650325775146,0.47661447525024414,0.6790571212768555,0.860382080078125,0.80499267578125,0.703216552734375,0.05324971303343773,0.5370129346847534
year,NLL,Cov90,0.18,0.1,0.2,0.4,0.25,2.0,-1.0,1.3018505573272705,1.980907678604126,1.8504407405853271,0.5485901832580566,0.6790571212768555,0.860382080078125,0.786285400390625,0.703216552734375,0.18209517002105713,0.523206353187561
year,NLL,Cov90,0.18,0.1,0.2,0.4,0.25,2.0,0.85,1.3018505573272705,1.980907678604126,1.5593341588974,0.2574836015701294,0.6790571212768555,0.860382080078125,0.8302001953125,0.703216552734375,0.013855045661330223,0.5242137908935547
year,NLL,Cov90,0.18,0.1,0.2,0.4,0.5,1.0,-1.0,1.3018505573272705,1.980907678604126,1.5732882022857666,0.2714376449584961,0.6790571212768555,0.860382080078125,0.82122802734375,0.703216552734375,0.3460635840892792,0.44205930829048157
year,NLL,Cov90,0.18,0.1,0.2,0.4,0.5,1.0,0.85,1.3018505573272705,1.980907678604126,1.9469451904296875,0.645094633102417,0.6790571212768555,0.860382080078125,0.798858642578125,0.703216552734375,0.0678253322839737,0.46716803312301636
year,NLL,Cov90,0.18,0.1,0.2,0.4,0.5,2.0,-1.0,1.3018505573272705,1.980907678604126,1.4984811544418335,0.196630597114563,0.6790571212768555,0.860382080078125,0.829193115234375,0.703216552734375,0.20827531814575195,0.458299458026886
year,NLL,Cov90,0.18,0.1,0.2,0.4,0.5,2.0,0.85,1.3018505573272705,1.980907678604126,1.6035302877426147,0.30167973041534424,0.6790571212768555,0.860382080078125,0.829681396484375,0.703216552734375,0.02102215588092804,0.4649120271205902
year,NLL,Cov90,0.28,0.02,0.0,0.4,0.25,1.0,-1.0,1.3018505573272705,1.980907678604126,1.7988264560699463,0.4969758987426758,0.6790571212768555,0.860382080078125,0.786376953125,0.703216552734375,0.9947350025177002,0.0014831828884780407
year,NLL,Cov90,0.28,0.02,0.0,0.4,0.25,1.0,0.85,1.3018505573272705,1.980907678604126,1.7988264560699463,0.4969758987426758,0.6790571212768555,0.860382080078125,0.786376953125,0.703216552734375,0.9947350025177002,0.0014831828884780407
year,NLL,Cov90,0.28,0.02,0.0,0.4,0.25,2.0,-1.0,1.3018505573272705,1.980907678604126,1.7773855924606323,0.4755350351333618,0.6790571212768555,0.860382080078125,0.78558349609375,0.703216552734375,0.9895356893539429,0.001482967403717339
year,NLL,Cov90,0.28,0.02,0.0,0.4,0.25,2.0,0.85,1.3018505573272705,1.980907678604126,1.7470158338546753,0.4451652765274048,0.6790571212768555,0.860382080078125,0.7877197265625,0.703216552734375,0.9895724058151245,0.0014777891337871552
year,NLL,Cov90,0.28,0.02,0.0,0.4,0.5,1.0,-1.0,1.3018505573272705,1.980907678604126,1.5039175748825073,0.20206701755523682,0.6790571212768555,0.860382080078125,0.811981201171875,0.703216552734375,0.9953393936157227,0.0013122098753228784
year,NLL,Cov90,0.28,0.02,0.0,0.4,0.5,1.0,0.85,1.3018505573272705,1.980907678604126,1.5040674209594727,0.20221686363220215,0.6790571212768555,0.860382080078125,0.81158447265625,0.703216552734375,0.9953389167785645,0.0013123385142534971
year,NLL,Cov90,0.28,0.02,0.0,0.4,0.5,2.0,-1.0,1.3018505573272705,1.980907678604126,1.5224201679229736,0.22056961059570312,0.6790571212768555,0.860382080078125,0.81036376953125,0.703216552734375,0.9906131625175476,0.0013289456255733967
year,NLL,Cov90,0.28,0.02,0.0,0.4,0.5,2.0,0.85,1.3018505573272705,1.980907678604126,1.52349853515625,0.2216479778289795,0.6790571212768555,0.860382080078125,0.81024169921875,0.703216552734375,0.9906114339828491,0.0013292174553498626
year,NLL,Cov90,0.28,0.02,0.1,0.4,0.25,1.0,-1.0,1.3018505573272705,1.980907678604126,1.7100427150726318,0.40819215774536133,0.6790571212768555,0.860382080078125,0.79217529296875,0.703216552734375,0.5807062387466431,0.28790831565856934
year,NLL,Cov90,0.28,0.02,0.1,0.4,0.25,1.0,0.85,1.3018505573272705,1.980907678604126,1.8669090270996094,0.5650584697723389,0.6790571212768555,0.860382080078125,0.784881591796875,0.703216552734375,0.23300038278102875,0.30285879969596863
year,NLL,Cov90,0.28,0.02,0.1,0.4,0.25,2.0,-1.0,1.3018505573272705,1.980907678604126,1.7680718898773193,0.46622133255004883,0.6790571212768555,0.860382080078125,0.791168212890625,0.703216552734375,0.42725175619125366,0.2969505786895752
year,NLL,Cov90,0.28,0.02,0.1,0.4,0.25,2.0,0.85,1.3018505573272705,1.980907678604126,1.987423062324524,0.6855725049972534,0.6790571212768555,0.860382080078125,0.78875732421875,0.703216552734375,0.09525706619024277,0.29892483353614807
year,NLL,Cov90,0.28,0.02,0.1,0.4,0.5,1.0,-1.0,1.3018505573272705,1.980907678604126,1.6074241399765015,0.30557358264923096,0.6790571212768555,0.860382080078125,0.809295654296875,0.703216552734375,0.6068962812423706,0.25406989455223083
year,NLL,Cov90,0.28,0.02,0.1,0.4,0.5,1.0,0.85,1.3018505573272705,1.980907678604126,1.651039719581604,0.3491891622543335,0.6790571212768555,0.860382080078125,0.81622314453125,0.703216552734375,0.26170092821121216,0.27456456422805786
year,NLL,Cov90,0.28,0.02,0.1,0.4,0.5,2.0,-1.0,1.3018505573272705,1.980907678604126,1.6405901908874512,0.33873963356018066,0.6790571212768555,0.860382080078125,0.806976318359375,0.703216552734375,0.4583255350589752,0.2568809986114502
year,NLL,Cov90,0.28,0.02,0.1,0.4,0.5,2.0,0.85,1.3018505573272705,1.980907678604126,1.8017287254333496,0.4998781681060791,0.6790571212768555,0.860382080078125,0.818267822265625,0.703216552734375,0.11464778333902359,0.27446526288986206
year,NLL,Cov90,0.28,0.02,0.2,0.4,0.25,1.0,-1.0,1.3018505573272705,1.980907678604126,1.7589023113250732,0.45705175399780273,0.6790571212768555,0.860382080078125,0.79248046875,0.703216552734375,0.4295941889286041,0.4817813038825989
year,NLL,Cov90,0.28,0.02,0.2,0.4,0.25,1.0,0.85,1.3018505573272705,1.980907678604126,1.8909924030303955,0.589141845703125,0.6790571212768555,0.860382080078125,0.7841796875,0.703216552734375,0.09806607663631439,0.5121700763702393
year,NLL,Cov90,0.28,0.02,0.2,0.4,0.25,2.0,-1.0,1.3018505573272705,1.980907678604126,1.765472173690796,0.4636216163635254,0.6790571212768555,0.860382080078125,0.790863037109375,0.703216552734375,0.27811485528945923,0.4910581707954407
year,NLL,Cov90,0.28,0.02,0.2,0.4,0.25,2.0,0.85,1.3018505573272705,1.980907678604126,1.9175958633422852,0.6157453060150146,0.6790571212768555,0.860382080078125,0.777984619140625,0.703216552734375,0.029800809919834137,0.5213377475738525
year,NLL,Cov90,0.28,0.02,0.2,0.4,0.5,1.0,-1.0,1.3018505573272705,1.980907678604126,1.540744662284851,0.23889410495758057,0.6790571212768555,0.860382080078125,0.825408935546875,0.703216552734375,0.46587857604026794,0.4178315997123718
year,NLL,Cov90,0.28,0.02,0.2,0.4,0.5,1.0,0.85,1.3018505573272705,1.980907678604126,1.8740549087524414,0.5722043514251709,0.6790571212768555,0.860382080078125,0.810638427734375,0.703216552734375,0.12631124258041382,0.45770972967147827
year,NLL,Cov90,0.28,0.02,0.2,0.4,0.5,2.0,-1.0,1.3018505573272705,1.980907678604126,1.5596545934677124,0.2578040361404419,0.6790571212768555,0.860382080078125,0.82086181640625,0.703216552734375,0.3079197406768799,0.43358978629112244
year,NLL,Cov90,0.28,0.02,0.2,0.4,0.5,2.0,0.85,1.3018505573272705,1.980907678604126,1.8767634630203247,0.5749129056930542,0.6790571212768555,0.860382080078125,0.792236328125,0.703216552734375,0.04721280559897423,0.4592951238155365
year,NLL,Cov90,0.28,0.05,0.0,0.4,0.25,1.0,-1.0,1.3018505573272705,1.980907678604126,1.7659993171691895,0.46414875984191895,0.6790571212768555,0.860382080078125,0.78887939453125,0.703216552734375,0.9681272506713867,0.009261755272746086
year,NLL,Cov90,0.28,0.05,0.0,0.4,0.25,1.0,0.85,1.3018505573272705,1.980907678604126,1.8178515434265137,0.5160009860992432,0.6790571212768555,0.860382080078125,0.78485107421875,0.703216552734375,0.9566062688827515,0.009408343583345413
year,NLL,Cov90,0.28,0.05,0.0,0.4,0.25,2.0,-1.0,1.3018505573272705,1.980907678604126,1.8061442375183105,0.50429368019104,0.6790571212768555,0.860382080078125,0.784515380859375,0.703216552734375,0.9380704164505005,0.009333203546702862
year,NLL,Cov90,0.28,0.05,0.0,0.4,0.25,2.0,0.85,1.3018505573272705,1.980907678604126,1.7724783420562744,0.4706277847290039,0.6790571212768555,0.860382080078125,0.79388427734375,0.703216552734375,0.8580673336982727,0.009506543166935444
year,NLL,Cov90,0.28,0.05,0.0,0.4,0.5,1.0,-1.0,1.3018505573272705,1.980907678604126,1.5098730325698853,0.20802247524261475,0.6790571212768555,0.860382080078125,0.815826416015625,0.703216552734375,0.9716082811355591,0.008227010257542133
year,NLL,Cov90,0.28,0.05,0.0,0.4,0.5,1.0,0.85,1.3018505573272705,1.980907678604126,1.499814510345459,0.19796395301818848,0.6790571212768555,0.860382080078125,0.81597900390625,0.703216552734375,0.9621032476425171,0.008192604407668114
year,NLL,Cov90,0.28,0.05,0.0,0.4,0.5,2.0,-1.0,1.3018505573272705,1.980907678604126,1.524512529373169,0.22266197204589844,0.6790571212768555,0.860382080078125,0.81500244140625,0.703216552734375,0.945640504360199,0.008130254223942757
year,NLL,Cov90,0.28,0.05,0.0,0.4,0.5,2.0,0.85,1.3018505573272705,1.980907678604126,1.538588285446167,0.23673772811889648,0.6790571212768555,0.860382080078125,0.816802978515625,0.703216552734375,0.8896345496177673,0.008061856031417847
year,NLL,Cov90,0.28,0.05,0.1,0.4,0.25,1.0,-1.0,1.3018505573272705,1.980907678604126,1.726272463798523,0.42442190647125244,0.6790571212768555,0.860382080078125,0.79254150390625,0.703216552734375,0.5686669945716858,0.29506829380989075
year,NLL,Cov90,0.28,0.05,0.1,0.4,0.25,1.0,0.85,1.3018505573272705,1.980907678604126,1.849188208580017,0.5473376512527466,0.6790571212768555,0.860382080078125,0.791656494140625,0.703216552734375,0.22349897027015686,0.3061811923980713
year,NLL,Cov90,0.28,0.05,0.1,0.4,0.25,2.0,-1.0,1.3018505573272705,1.980907678604126,1.7598201036453247,0.4579695463180542,0.6790571212768555,0.860382080078125,0.7913818359375,0.703216552734375,0.41538190841674805,0.30075132846832275
year,NLL,Cov90,0.28,0.05,0.1,0.4,0.25,2.0,0.85,1.3018505573272705,1.980907678604126,1.9078342914581299,0.6059837341308594,0.6790571212768555,0.860382080078125,0.78570556640625,0.703216552734375,0.09793706238269806,0.30307650566101074
year,NLL,Cov90,0.28,0.05,0.1,0.4,0.5,1.0,-1.0,1.3018505573272705,1.980907678604126,1.5880372524261475,0.28618669509887695,0.6790571212768555,0.860382080078125,0.81134033203125,0.703216552734375,0.5977036952972412,0.25796470046043396
year,NLL,Cov90,0.28,0.05,0.1,0.4,0.5,1.0,0.85,1.3018505573272705,1.980907678604126,1.6009455919265747,0.2990950345993042,0.6790571212768555,0.860382080078125,0.828521728515625,0.703216552734375,0.24539530277252197,0.2804572880268097
year,NLL,Cov90,0.28,0.05,0.1,0.4,0.5,2.0,-1.0,1.3018505573272705,1.980907678604126,1.645616054534912,0.3437654972076416,0.6790571212768555,0.860382080078125,0.8072509765625,0.703216552734375,0.44437676668167114,0.2642827332019806
year,NLL,Cov90,0.28,0.05,0.1,0.4,0.5,2.0,0.85,1.3018505573272705,1.980907678604126,1.6888957023620605,0.38704514503479004,0.6790571212768555,0.860382080078125,0.809295654296875,0.703216552734375,0.10020190477371216,0.2739905118942261
year,NLL,Cov90,0.28,0.05,0.2,0.4,0.25,1.0,-1.0,1.3018505573272705,1.980907678604126,1.7657415866851807,0.46389102935791016,0.6790571212768555,0.860382080078125,0.792449951171875,0.703216552734375,0.42895492911338806,0.48463553190231323
year,NLL,Cov90,0.28,0.05,0.2,0.4,0.25,1.0,0.85,1.3018505573272705,1.980907678604126,1.975693941116333,0.6738433837890625,0.6790571212768555,0.860382080078125,0.78326416015625,0.703216552734375,0.0957798957824707,0.5248635411262512
year,NLL,Cov90,0.28,0.05,0.2,0.4,0.25,2.0,-1.0,1.3018505573272705,1.980907678604126,1.8066498041152954,0.5047992467880249,0.6790571212768555,0.860382080078125,0.791412353515625,0.703216552734375,0.27367377281188965,0.49705544114112854
year,NLL,Cov90,0.28,0.05,0.2,0.4,0.25,2.0,0.85,1.3018505573272705,1.980907678604126,1.7274177074432373,0.4255671501159668,0.6790571212768555,0.860382080078125,0.811126708984375,0.703216552734375,0.029980706050992012,0.5191409587860107
year,NLL,Cov90,0.28,0.05,0.2,0.4,0.5,1.0,-1.0,1.3018505573272705,1.980907678604126,1.5754733085632324,0.2736227512359619,0.6790571212768555,0.860382080078125,0.8172607421875,0.703216552734375,0.4627527594566345,0.42049098014831543
year,NLL,Cov90,0.28,0.05,0.2,0.4,0.5,1.0,0.85,1.3018505573272705,1.980907678604126,1.623453140258789,0.32160258293151855,0.6790571212768555,0.860382080078125,0.81951904296875,0.703216552734375,0.12847697734832764,0.4528302550315857
year,NLL,Cov90,0.28,0.05,0.2,0.4,0.5,2.0,-1.0,1.3018505573272705,1.980907678604126,1.543290615081787,0.2414400577545166,0.6790571212768555,0.860382080078125,0.823883056640625,0.703216552734375,0.30483418703079224,0.4347774386405945
year,NLL,Cov90,0.28,0.05,0.2,0.4,0.5,2.0,0.85,1.3018505573272705,1.980907678604126,1.8428658246994019,0.5410152673721313,0.6790571212768555,0.860382080078125,0.8084716796875,0.703216552734375,0.04919665679335594,0.4753707945346832
year,NLL,Cov90,0.28,0.1,0.0,0.4,0.25,1.0,-1.0,1.3018505573272705,1.980907678604126,1.7969521284103394,0.49510157108306885,0.6790571212768555,0.860382080078125,0.7904052734375,0.703216552734375,0.8843022584915161,0.03742675855755806
year,NLL,Cov90,0.28,0.1,0.0,0.4,0.25,1.0,0.85,1.3018505573272705,1.980907678604126,1.852002739906311,0.5501521825790405,0.6790571212768555,0.860382080078125,0.7841796875,0.703216552734375,0.6865151524543762,0.03795851022005081
year,NLL,Cov90,0.28,0.1,0.0,0.4,0.25,2.0,-1.0,1.3018505573272705,1.980907678604126,1.808934211730957,0.5070836544036865,0.6790571212768555,0.860382080078125,0.790863037109375,0.703216552734375,0.7927354574203491,0.03805898129940033
year,NLL,Cov90,0.28,0.1,0.0,0.4,0.25,2.0,0.85,1.3018505573272705,1.980907678604126,1.843437910079956,0.5415873527526855,0.6790571212768555,0.860382080078125,0.784149169921875,0.703216552734375,0.47705376148223877,0.03855804726481438
year,NLL,Cov90,0.28,0.1,0.0,0.4,0.5,1.0,-1.0,1.3018505573272705,1.980907678604126,1.5378432273864746,0.2359926700592041,0.6790571212768555,0.860382080078125,0.815673828125,0.703216552734375,0.8990211486816406,0.032069794833660126
year,NLL,Cov90,0.28,0.1,0.0,0.4,0.5,1.0,0.85,1.3018505573272705,1.980907678604126,1.5938284397125244,0.2919778823852539,0.6790571212768555,0.860382080078125,0.80865478515625,0.703216552734375,0.7218345403671265,0.03316958248615265
year,NLL,Cov90,0.28,0.1,0.0,0.4,0.5,2.0,-1.0,1.3018505573272705,1.980907678604126,1.5220388174057007,0.22018826007843018,0.6790571212768555,0.860382080078125,0.81829833984375,0.703216552734375,0.8199618458747864,0.03199419379234314
year,NLL,Cov90,0.28,0.1,0.0,0.4,0.5,2.0,0.85,1.3018505573272705,1.980907678604126,1.6216933727264404,0.3198428153991699,0.6790571212768555,0.860382080078125,0.80609130859375,0.703216552734375,0.5002720952033997,0.03481535613536835
year,NLL,Cov90,0.28,0.1,0.1,0.4,0.25,1.0,-1.0,1.3018505573272705,1.980907678604126,1.737549066543579,0.4356985092163086,0.6790571212768555,0.860382080078125,0.79052734375,0.703216552734375,0.5393692255020142,0.31656453013420105
year,NLL,Cov90,0.28,0.1,0.1,0.4,0.25,1.0,0.85,1.3018505573272705,1.980907678604126,1.8226251602172852,0.5207746028900146,0.6790571212768555,0.860382080078125,0.7900390625,0.703216552734375,0.16930849850177765,0.3283959627151489
year,NLL,Cov90,0.28,0.1,0.1,0.4,0.25,2.0,-1.0,1.3018505573272705,1.980907678604126,1.7369388341903687,0.43508827686309814,0.6790571212768555,0.860382080078125,0.7906494140625,0.703216552734375,0.38360369205474854,0.3160111904144287
year,NLL,Cov90,0.28,0.1,0.1,0.4,0.25,2.0,0.85,1.3018505573272705,1.980907678604126,1.9016281366348267,0.5997775793075562,0.6790571212768555,0.860382080078125,0.788360595703125,0.703216552734375,0.06254768371582031,0.31647467613220215
year,NLL,Cov90,0.28,0.1,0.1,0.4,0.5,1.0,-1.0,1.3018505573272705,1.980907678604126,1.5770134925842285,0.275162935256958,0.6790571212768555,0.860382080078125,0.81317138671875,0.703216552734375,0.5719656348228455,0.27379047870635986
year,NLL,Cov90,0.28,0.1,0.1,0.4,0.5,1.0,0.85,1.3018505573272705,1.980907678604126,1.7453618049621582,0.4435112476348877,0.6790571212768555,0.860382080078125,0.798980712890625,0.703216552734375,0.18599170446395874,0.3003571629524231
year,NLL,Cov90,0.28,0.1,0.1,0.4,0.5,2.0,-1.0,1.3018505573272705,1.980907678604126,1.6423314809799194,0.3404809236526489,0.6790571212768555,0.860382080078125,0.8106689453125,0.703216552734375,0.41337794065475464,0.2799079418182373
year,NLL,Cov90,0.28,0.1,0.1,0.4,0.5,2.0,0.85,1.3018505573272705,1.980907678604126,1.4971249103546143,0.19527435302734375,0.6790571212768555,0.860382080078125,0.832733154296875,0.703216552734375,0.08298450708389282,0.29807940125465393
year,NLL,Cov90,0.28,0.1,0.2,0.4,0.25,1.0,-1.0,1.3018505573272705,1.980907678604126,1.7398784160614014,0.43802785873413086,0.6790571212768555,0.860382080078125,0.7928466796875,0.703216552734375,0.4152572751045227,0.49888086318969727
year,NLL,Cov90,0.28,0.1,0.2,0.4,0.25,1.0,0.85,1.3018505573272705,1.980907678604126,1.7795504331588745,0.477699875831604,0.6790571212768555,0.860382080078125,0.793121337890625,0.703216552734375,0.08423741906881332,0.52851402759552
year,NLL,Cov90,0.28,0.1,0.2,0.4,0.25,2.0,-1.0,1.3018505573272705,1.980907678604126,1.842185378074646,0.5403348207473755,0.6790571212768555,0.860382080078125,0.784942626953125,0.703216552734375,0.25898921489715576,0.5180599689483643
year,NLL,Cov90,0.28,0.1,0.2,0.4,0.25,2.0,0.85,1.3018505573272705,1.980907678604126,1.6632049083709717,0.36135435104370117,0.6790571212768555,0.860382080078125,0.8194580078125,0.703216552734375,0.04196752607822418,0.528079628944397
year,NLL,Cov90,0.28,0.1,0.2,0.4,0.5,1.0,-1.0,1.3018505573272705,1.980907678604126,1.5170609951019287,0.2152104377746582,0.6790571212768555,0.860382080078125,0.828582763671875,0.703216552734375,0.45246821641921997,0.4254210889339447
year,NLL,Cov90,0.28,0.1,0.2,0.4,0.5,1.0,0.85,1.3018505573272705,1.980907678604126,1.64485502243042,0.3430044651031494,0.6790571212768555,0.860382080078125,0.81878662109375,0.703216552734375,0.10414684563875198,0.47762036323547363
