Benchmark,Seeds,SAGEMinusSupervisedMean,SAGEMinusSupervisedMedian,SAGEMinusSupervisedStd,ConfidenceMinusSupervisedMean,ConfidenceMinusSupervisedMedian,ConfidenceMinusSupervisedStd,SAGEMeanWeightMean,SAGEMeanWeightStd,SAGEMeanDisagreementMean,SAGEMeanDisagreementStd
year,2,0.3909125328063965,0.3909125328063965,0.14155125617980957,4.565690517425537,4.565690517425537,0.011356115341186523,0.41996246576309204,0.007345616817474365,0.31228382885456085,0.0029743164777755737
