Benchmark,Seeds,SAGEMinusSupervisedMean,SAGEMinusSupervisedMedian,SAGEMinusSupervisedStd,ConfidenceMinusSupervisedMean,ConfidenceMinusSupervisedMedian,ConfidenceMinusSupervisedStd,SAGEMeanWeightMean,SAGEMeanWeightStd,SAGEMeanDisagreementMean,SAGEMeanDisagreementStd
higgs_public,10,-47.9401159286499,-26.407511472702026,45.07088575763634,423.496409368515,412.08487033843994,67.5889196690429,0.2838431790471077,0.04302728357885789,1.3170282125473023,0.3560727033443681
year,10,-0.15834928750991822,-0.12949568033218384,0.09622230184010123,2.460800039768219,2.4907252192497253,0.1777147102809183,0.22057809084653854,0.011712010947016016,0.9786071598529815,0.06774889262033365
