Benchmark,Seeds,SAGEMinusSupervisedMean,SAGEMinusSupervisedStd,ConfidenceMinusSupervisedMean,ConfidenceMinusSupervisedStd,SAGEMeanWeightMean,SAGEMeanWeightStd,SAGEMeanDisagreementMean,SAGEMeanDisagreementStd
year,3,0.04575260480244955,0.19113788093456058,1.8212441603342693,0.10340221741651297,0.289709875981013,0.02000267967612093,0.849089523156484,0.05084105741958044
