Benchmark,ObjectiveMetric,ExtraMetric,tau,unlabeled_noise,feature_drop_prob,feature_mix_prob,pseudo_weight,agreement_weight,weight_power,hard_weight_threshold,SupervisedObjective,ConfidenceObjective,SAGEObjective,SAGEMinusSupervised,ConfidenceMinusSupervised,SupervisedExtra,SAGEExtra,ConfidenceExtra,SAGEMeanWeight,SAGEMeanDisagreement
year,NLL,Cov90,0.12,0.02,0.0,0.0,0.4,0.25,1.0,-1.0,1.7288198471069336,4.469392776489258,2.085921049118042,0.3571012020111084,2.740572929382324,0.820892333984375,0.75262451171875,0.512939453125,0.9847918748855591,0.0018554116832092404
year,NLL,Cov90,0.12,0.02,0.0,0.0,0.4,0.25,1.0,0.85,1.7288198471069336,4.469392776489258,2.078458070755005,0.3496382236480713,2.740572929382324,0.820892333984375,0.753082275390625,0.512939453125,0.9845391511917114,0.0018869900377467275
year,NLL,Cov90,0.12,0.02,0.0,0.0,0.4,0.25,2.0,-1.0,1.7288198471069336,4.469392776489258,2.092160701751709,0.3633408546447754,2.740572929382324,0.820892333984375,0.7535400390625,0.512939453125,0.969855546951294,0.00186915195081383
year,NLL,Cov90,0.12,0.02,0.0,0.0,0.4,0.25,2.0,0.85,1.7288198471069336,4.469392776489258,2.0736160278320312,0.34479618072509766,2.740572929382324,0.820892333984375,0.752838134765625,0.512939453125,0.9599924087524414,0.0018769553862512112
year,NLL,Cov90,0.12,0.02,0.0,0.0,0.4,0.5,1.0,-1.0,1.7288198471069336,4.469392776489258,1.7892961502075195,0.06047630310058594,2.740572929382324,0.820892333984375,0.781951904296875,0.512939453125,0.9867517352104187,0.001613618922419846
year,NLL,Cov90,0.12,0.02,0.0,0.0,0.4,0.5,1.0,0.85,1.7288198471069336,4.469392776489258,1.7882229089736938,0.059403061866760254,2.740572929382324,0.820892333984375,0.781402587890625,0.512939453125,0.9867492318153381,0.0016135863261297345
year,NLL,Cov90,0.12,0.02,0.0,0.0,0.4,0.5,2.0,-1.0,1.7288198471069336,4.469392776489258,1.7828922271728516,0.05407238006591797,2.740572929382324,0.820892333984375,0.781463623046875,0.512939453125,0.9737943410873413,0.0016194263007491827
year,NLL,Cov90,0.12,0.02,0.0,0.0,0.4,0.5,2.0,0.85,1.7288198471069336,4.469392776489258,1.7946523427963257,0.06583249568939209,2.740572929382324,0.820892333984375,0.78179931640625,0.512939453125,0.9652770757675171,0.0016396951396018267
year,NLL,Cov90,0.12,0.02,0.0,0.1,0.4,0.25,1.0,-1.0,1.7288198471069336,4.469392776489258,2.257009744644165,0.5281898975372314,2.740572929382324,0.820892333984375,0.7579345703125,0.512939453125,0.21747948229312897,0.6488228440284729
year,NLL,Cov90,0.12,0.02,0.0,0.1,0.4,0.25,1.0,0.85,1.7288198471069336,4.469392776489258,2.5381956100463867,0.8093757629394531,2.740572929382324,0.820892333984375,0.750244140625,0.512939453125,0.019470831379294395,0.6825121641159058
year,NLL,Cov90,0.12,0.02,0.0,0.1,0.4,0.25,2.0,-1.0,1.7288198471069336,4.469392776489258,2.399914264678955,0.6710944175720215,2.740572929382324,0.820892333984375,0.7528076171875,0.512939453125,0.11266126483678818,0.6686469316482544
year,NLL,Cov90,0.12,0.02,0.0,0.1,0.4,0.25,2.0,0.85,1.7288198471069336,4.469392776489258,2.4847404956817627,0.7559206485748291,2.740572929382324,0.820892333984375,0.755035400390625,0.512939453125,0.008723913691937923,0.6993687748908997
year,NLL,Cov90,0.12,0.02,0.0,0.1,0.4,0.5,1.0,-1.0,1.7288198471069336,4.469392776489258,1.9294164180755615,0.20059657096862793,2.740572929382324,0.820892333984375,0.78289794921875,0.512939453125,0.242759108543396,0.5739902257919312
year,NLL,Cov90,0.12,0.02,0.0,0.1,0.4,0.5,1.0,0.85,1.7288198471069336,4.469392776489258,2.228980541229248,0.5001606941223145,2.740572929382324,0.820892333984375,0.778045654296875,0.512939453125,0.026192214339971542,0.6019390821456909
year,NLL,Cov90,0.12,0.02,0.0,0.1,0.4,0.5,2.0,-1.0,1.7288198471069336,4.469392776489258,2.0302653312683105,0.30144548416137695,2.740572929382324,0.820892333984375,0.77606201171875,0.512939453125,0.13041475415229797,0.5963824987411499
year,NLL,Cov90,0.12,0.02,0.0,0.1,0.4,0.5,2.0,0.85,1.7288198471069336,4.469392776489258,2.2836318016052246,0.554811954498291,2.740572929382324,0.820892333984375,0.782470703125,0.512939453125,0.005291578359901905,0.621478259563446
year,NLL,Cov90,0.12,0.02,0.0,0.2,0.4,0.25,1.0,-1.0,1.7288198471069336,4.469392776489258,2.3542606830596924,0.6254408359527588,2.740572929382324,0.820892333984375,0.759368896484375,0.512939453125,0.09211346507072449,1.1023805141448975
year,NLL,Cov90,0.12,0.02,0.0,0.2,0.4,0.25,1.0,0.85,1.7288198471069336,4.469392776489258,2.3326191902160645,0.6037993431091309,2.740572929382324,0.820892333984375,0.767730712890625,0.512939453125,0.005419238470494747,1.077552318572998
year,NLL,Cov90,0.12,0.02,0.0,0.2,0.4,0.25,2.0,-1.0,1.7288198471069336,4.469392776489258,2.4281370639801025,0.699317216873169,2.740572929382324,0.820892333984375,0.754486083984375,0.512939453125,0.03793333098292351,1.1197090148925781
year,NLL,Cov90,0.12,0.02,0.0,0.2,0.4,0.25,2.0,0.85,1.7288198471069336,4.469392776489258,2.7168376445770264,0.9880177974700928,2.740572929382324,0.820892333984375,0.74884033203125,0.512939453125,0.0,1.1749719381332397
year,NLL,Cov90,0.12,0.02,0.0,0.2,0.4,0.5,1.0,-1.0,1.7288198471069336,4.469392776489258,1.9839515686035156,0.25513172149658203,2.740572929382324,0.820892333984375,0.7882080078125,0.512939453125,0.10891716927289963,0.9539035558700562
year,NLL,Cov90,0.12,0.02,0.0,0.2,0.4,0.5,1.0,0.85,1.7288198471069336,4.469392776489258,2.0250909328460693,0.29627108573913574,2.740572929382324,0.820892333984375,0.794097900390625,0.512939453125,0.005489948205649853,0.9488125443458557
year,NLL,Cov90,0.12,0.02,0.0,0.2,0.4,0.5,2.0,-1.0,1.7288198471069336,4.469392776489258,2.133302688598633,0.4044828414916992,2.740572929382324,0.820892333984375,0.7794189453125,0.512939453125,0.04765111207962036,1.0013515949249268
year,NLL,Cov90,0.12,0.02,0.0,0.2,0.4,0.5,2.0,0.85,1.7288198471069336,4.469392776489258,2.3016743659973145,0.5728545188903809,2.740572929382324,0.820892333984375,0.781951904296875,0.512939453125,0.0016864510253071785,1.0332233905792236
year,NLL,Cov90,0.12,0.02,0.1,0.0,0.4,0.25,1.0,-1.0,1.7288198471069336,4.469392776489258,2.2876996994018555,0.5588798522949219,2.740572929382324,0.820892333984375,0.7589111328125,0.512939453125,0.3553248643875122,0.31285351514816284
year,NLL,Cov90,0.12,0.02,0.1,0.0,0.4,0.25,1.0,0.85,1.7288198471069336,4.469392776489258,2.571847677230835,0.8430278301239014,2.740572929382324,0.820892333984375,0.75091552734375,0.512939453125,0.059909939765930176,0.3343777060508728
year,NLL,Cov90,0.12,0.02,0.1,0.0,0.4,0.25,2.0,-1.0,1.7288198471069336,4.469392776489258,2.3437068462371826,0.614886999130249,2.740572929382324,0.820892333984375,0.758941650390625,0.512939453125,0.21789155900478363,0.31057488918304443
year,NLL,Cov90,0.12,0.02,0.1,0.0,0.4,0.25,2.0,0.85,1.7288198471069336,4.469392776489258,2.644767999649048,0.9159481525421143,2.740572929382324,0.820892333984375,0.753204345703125,0.512939453125,0.01921091414988041,0.33237171173095703
year,NLL,Cov90,0.12,0.02,0.1,0.0,0.4,0.5,1.0,-1.0,1.7288198471069336,4.469392776489258,2.007002115249634,0.2781822681427002,2.740572929382324,0.820892333984375,0.77545166015625,0.512939453125,0.38021963834762573,0.28871476650238037
year,NLL,Cov90,0.12,0.02,0.1,0.0,0.4,0.5,1.0,0.85,1.7288198471069336,4.469392776489258,2.4625377655029297,0.7337179183959961,2.740572929382324,0.820892333984375,0.760345458984375,0.512939453125,0.07211832702159882,0.32406067848205566
year,NLL,Cov90,0.12,0.02,0.1,0.0,0.4,0.5,2.0,-1.0,1.7288198471069336,4.469392776489258,2.1114730834960938,0.38265323638916016,2.740572929382324,0.820892333984375,0.773773193359375,0.512939453125,0.23781166970729828,0.2880496382713318
year,NLL,Cov90,0.12,0.02,0.1,0.0,0.4,0.5,2.0,0.85,1.7288198471069336,4.469392776489258,2.42622709274292,0.6974072456359863,2.740572929382324,0.820892333984375,0.76873779296875,0.512939453125,0.019137945026159286,0.29579877853393555
year,NLL,Cov90,0.12,0.02,0.1,0.1,0.4,0.25,1.0,-1.0,1.7288198471069336,4.469392776489258,2.3550796508789062,0.6262598037719727,2.740572929382324,0.820892333984375,0.754791259765625,0.512939453125,0.15837685763835907,0.883919358253479
year,NLL,Cov90,0.12,0.02,0.1,0.1,0.4,0.25,1.0,0.85,1.7288198471069336,4.469392776489258,2.459026336669922,0.7302064895629883,2.740572929382324,0.820892333984375,0.75616455078125,0.512939453125,0.010332975536584854,0.8992793560028076
year,NLL,Cov90,0.12,0.02,0.1,0.1,0.4,0.25,2.0,-1.0,1.7288198471069336,4.469392776489258,2.4534525871276855,0.724632740020752,2.740572929382324,0.820892333984375,0.752044677734375,0.512939453125,0.07861609756946564,0.9032372832298279
year,NLL,Cov90,0.12,0.02,0.1,0.1,0.4,0.25,2.0,0.85,1.7288198471069336,4.469392776489258,2.483524799346924,0.7547049522399902,2.740572929382324,0.820892333984375,0.7520751953125,0.512939453125,0.0,0.9101061820983887
year,NLL,Cov90,0.12,0.02,0.1,0.1,0.4,0.5,1.0,-1.0,1.7288198471069336,4.469392776489258,1.9628760814666748,0.2340562343597412,2.740572929382324,0.820892333984375,0.784820556640625,0.512939453125,0.18426236510276794,0.7501747608184814
