Benchmark,Seeds,SAGEMinusSupervisedMean,SAGEMinusSupervisedMedian,SAGEMinusSupervisedStd,ConfidenceMinusSupervisedMean,ConfidenceMinusSupervisedMedian,ConfidenceMinusSupervisedStd,SAGEMeanWeightMean,SAGEMeanWeightStd,SAGEMeanDisagreementMean,SAGEMeanDisagreementStd
year,6,0.024395306905110676,0.08618319034576416,0.2784799775554466,1.7574989398320515,1.7451108694076538,0.5659889882955607,0.2750408848126729,0.021180539335555717,0.9553455114364624,0.0685233838355895
