Benchmark,Seeds,SAGEMinusSupervisedMean,SAGEMinusSupervisedMedian,SAGEMinusSupervisedStd,ConfidenceMinusSupervisedMean,ConfidenceMinusSupervisedMedian,ConfidenceMinusSupervisedStd,SAGEMeanWeightMean,SAGEMeanWeightStd,SAGEMeanDisagreementMean,SAGEMeanDisagreementStd
openml_diamonds,6,0.02040032660200571,0.023156162351369858,0.031852842805191926,-0.024864997093876202,-0.02656213752925396,0.06569383013918739,0.367396076520284,0.01437683439269843,0.9389259417851766,0.126051884743867
