Benchmark,ObjectiveMetric,ExtraMetric,tau,unlabeled_noise,feature_drop_prob,pseudo_weight,agreement_weight,weight_power,hard_weight_threshold,SupervisedObjective,ConfidenceObjective,SAGEObjective,SAGEMinusSupervised,ConfidenceMinusSupervised,SupervisedExtra,SAGEExtra,ConfidenceExtra,SAGEMeanWeight,SAGEMeanDisagreement
year,NLL,Cov90,0.12,0.02,0.1,0.8,0.25,2.0,0.85,1.3018505573272705,2.1949737071990967,2.05495548248291,0.7531049251556396,0.8931231498718262,0.860382080078125,0.777618408203125,0.649017333984375,0.03551720455288887,0.2784120440483093
year,NLL,Cov90,0.12,0.02,0.1,0.8,0.5,1.0,-1.0,1.3018505573272705,2.1949737071990967,1.7617557048797607,0.45990514755249023,0.8931231498718262,0.860382080078125,0.783477783203125,0.649017333984375,0.42749258875846863,0.2651100754737854
year,NLL,Cov90,0.12,0.02,0.1,0.8,0.5,1.0,0.85,1.3018505573272705,2.1949737071990967,1.7755944728851318,0.47374391555786133,0.8931231498718262,0.860382080078125,0.79949951171875,0.649017333984375,0.10561571270227432,0.2821221947669983
year,NLL,Cov90,0.12,0.02,0.1,0.8,0.5,2.0,-1.0,1.3018505573272705,2.1949737071990967,1.6790341138839722,0.37718355655670166,0.8931231498718262,0.860382080078125,0.79229736328125,0.649017333984375,0.278200626373291,0.2883033752441406
year,NLL,Cov90,0.12,0.02,0.1,0.8,0.5,2.0,0.85,1.3018505573272705,2.1949737071990967,1.9206706285476685,0.618820071220398,0.8931231498718262,0.860382080078125,0.80133056640625,0.649017333984375,0.05510350689291954,0.24240778386592865
year,NLL,Cov90,0.12,0.02,0.2,0.8,0.25,1.0,-1.0,1.3018505573272705,2.1949737071990967,1.8327546119689941,0.5309040546417236,0.8931231498718262,0.860382080078125,0.7862548828125,0.649017333984375,0.22662581503391266,0.46994298696517944
year,NLL,Cov90,0.12,0.02,0.2,0.8,0.25,1.0,0.85,1.3018505573272705,2.1949737071990967,1.8418065309524536,0.5399559736251831,0.8931231498718262,0.860382080078125,0.767669677734375,0.649017333984375,0.016028931364417076,0.5245685577392578
year,NLL,Cov90,0.12,0.02,0.2,0.8,0.25,2.0,-1.0,1.3018505573272705,2.1949737071990967,2.0424866676330566,0.7406361103057861,0.8931231498718262,0.860382080078125,0.780059814453125,0.649017333984375,0.12532593309879303,0.5030475854873657
year,NLL,Cov90,0.12,0.02,0.2,0.8,0.25,2.0,0.85,1.3018505573272705,2.1949737071990967,2.090073585510254,0.7882230281829834,0.8931231498718262,0.860382080078125,0.775482177734375,0.649017333984375,0.008758898824453354,0.5087789297103882
year,NLL,Cov90,0.12,0.02,0.2,0.8,0.5,1.0,-1.0,1.3018505573272705,2.1949737071990967,1.7305667400360107,0.42871618270874023,0.8931231498718262,0.860382080078125,0.80364990234375,0.649017333984375,0.2990903854370117,0.4144635796546936
year,NLL,Cov90,0.12,0.02,0.2,0.8,0.5,1.0,0.85,1.3018505573272705,2.1949737071990967,1.9533177614212036,0.6514672040939331,0.8931231498718262,0.860382080078125,0.80169677734375,0.649017333984375,0.04013032466173172,0.530413031578064
year,NLL,Cov90,0.12,0.02,0.2,0.8,0.5,2.0,-1.0,1.3018505573272705,2.1949737071990967,1.7620768547058105,0.46022629737854004,0.8931231498718262,0.860382080078125,0.807861328125,0.649017333984375,0.14849741756916046,0.38585150241851807
year,NLL,Cov90,0.12,0.02,0.2,0.8,0.5,2.0,0.85,1.3018505573272705,2.1949737071990967,1.9062690734863281,0.6044185161590576,0.8931231498718262,0.860382080078125,0.802459716796875,0.649017333984375,0.0068984366953372955,0.4605604410171509
year,NLL,Cov90,0.12,0.05,0.0,0.8,0.25,1.0,-1.0,1.3018505573272705,2.1949737071990967,1.7722630500793457,0.4704124927520752,0.8931231498718262,0.860382080078125,0.791290283203125,0.649017333984375,0.928023099899292,0.009745159186422825
year,NLL,Cov90,0.12,0.05,0.0,0.8,0.25,1.0,0.85,1.3018505573272705,2.1949737071990967,1.7547194957733154,0.4528689384460449,0.8931231498718262,0.860382080078125,0.7940673828125,0.649017333984375,0.8334686756134033,0.009351096116006374
year,NLL,Cov90,0.12,0.05,0.0,0.8,0.25,2.0,-1.0,1.3018505573272705,2.1949737071990967,1.8414818048477173,0.5396312475204468,0.8931231498718262,0.860382080078125,0.786468505859375,0.649017333984375,0.8738124370574951,0.008847402408719063
year,NLL,Cov90,0.12,0.05,0.0,0.8,0.25,2.0,0.85,1.3018505573272705,2.1949737071990967,1.9796305894851685,0.677780032157898,0.8931231498718262,0.860382080078125,0.7735595703125,0.649017333984375,0.6469590663909912,0.009716955944895744
year,NLL,Cov90,0.12,0.05,0.0,0.8,0.5,1.0,-1.0,1.3018505573272705,2.1949737071990967,1.579649806022644,0.27779924869537354,0.8931231498718262,0.860382080078125,0.797393798828125,0.649017333984375,0.9386687874794006,0.00798030849546194
year,NLL,Cov90,0.12,0.05,0.0,0.8,0.5,1.0,0.85,1.3018505573272705,2.1949737071990967,1.5454392433166504,0.24358868598937988,0.8931231498718262,0.860382080078125,0.807220458984375,0.649017333984375,0.8459369540214539,0.009072944521903992
year,NLL,Cov90,0.12,0.05,0.0,0.8,0.5,2.0,-1.0,1.3018505573272705,2.1949737071990967,1.5822184085845947,0.2803678512573242,0.8931231498718262,0.860382080078125,0.80780029296875,0.649017333984375,0.8767291903495789,0.008817199617624283
year,NLL,Cov90,0.12,0.05,0.0,0.8,0.5,2.0,0.85,1.3018505573272705,2.1949737071990967,1.7135813236236572,0.4117307662963867,0.8931231498718262,0.860382080078125,0.7860107421875,0.649017333984375,0.6852806806564331,0.008328143507242203
year,NLL,Cov90,0.12,0.05,0.1,0.8,0.25,1.0,-1.0,1.3018505573272705,2.1949737071990967,1.8743886947631836,0.5725381374359131,0.8931231498718262,0.860382080078125,0.77545166015625,0.649017333984375,0.3962777256965637,0.2852163016796112
