Benchmark,Seed,ObjectiveMetric,ExtraMetric,SupervisedObjective,SAGEObjective,ConfidenceObjective,SAGEMinusSupervised,ConfidenceMinusSupervised,SupervisedExtra,SAGEExtra,ConfidenceExtra,SAGEMeanWeight,SAGEMeanDisagreement,MeanTeacherObjective,MeanTeacherMinusSupervised,MeanTeacherExtra
year,260410,NLL,Cov90,2.805759906768799,3.566859722137451,5.321297645568848,0.7610998153686523,2.515537738800049,0.8021240234375,0.7196044921875,0.51123046875,0.3854921758174896,0.35178905725479126,4.174337387084961,1.368577480316162,0.7052001953125
year,260411,NLL,Cov90,2.110873222351074,2.2890207767486572,4.902158737182617,0.178147554397583,2.791285514831543,0.803955078125,0.73681640625,0.513671875,0.36859261989593506,0.3521745204925537,3.0049123764038086,0.8940391540527344,0.704833984375
year,260412,NLL,Cov90,1.7911001443862915,3.892308473587036,5.888960838317871,2.1012083292007446,4.09786069393158,0.8104248046875,0.7218017578125,0.500732421875,0.4070679247379303,0.3468216359615326,5.116490840911865,3.3253906965255737,0.6829833984375
year,260413,NLL,Cov90,1.9102622270584106,4.070661544799805,5.276858329772949,2.160399317741394,3.3665961027145386,0.82275390625,0.7398681640625,0.502197265625,0.3899381160736084,0.35023200511932373,4.714786529541016,2.804524302482605,0.6849365234375
year,260414,NLL,Cov90,1.8762807846069336,2.273181915283203,5.00574254989624,0.39690113067626953,3.1294617652893066,0.815673828125,0.74072265625,0.5101318359375,0.3924596905708313,0.353801429271698,3.1278390884399414,1.2515583038330078,0.69970703125
year,260415,NLL,Cov90,4.436927795410156,5.168177604675293,9.799881935119629,0.7312498092651367,5.362954139709473,0.80908203125,0.767822265625,0.514404296875,0.43192538619041443,0.31729355454444885,6.8965535163879395,2.459625720977783,0.7098388671875
