Benchmark,Seeds,SAGEMinusSupervisedMean,SAGEMinusSupervisedStd,ConfidenceMinusSupervisedMean,ConfidenceMinusSupervisedStd,SAGEMeanWeightMean,SAGEMeanWeightStd,SAGEMeanDisagreementMean,SAGEMeanDisagreementStd
year,3,0.25817068417867023,0.09666396605623387,1.7426866292953491,0.1150297225224648,0.33180030186971027,0.021514930133198006,0.7023498217264811,0.047038531770401126
