Benchmark,Seed,ObjectiveMetric,ExtraMetric,SupervisedObjective,SAGEObjective,ConfidenceObjective,SAGEMinusSupervised,ConfidenceMinusSupervised,SupervisedExtra,SAGEExtra,ConfidenceExtra,SAGEMeanWeight,SAGEMeanDisagreement
year,260410,NLL,Cov90,1.3018505573272705,1.6787563562393188,3.126695156097412,0.37690579891204834,1.8248445987701416,0.860382080078125,0.7764892578125,0.569976806640625,0.34237533807754517,0.6959578394889832
year,260411,NLL,Cov90,1.70076322555542,1.8408946990966797,3.280776023864746,0.14013147354125977,1.5800127983093262,0.83392333984375,0.7696533203125,0.56341552734375,0.30180519819259644,0.7628894448280334
year,260412,NLL,Cov90,1.4003678560256958,1.6578426361083984,3.2235703468322754,0.25747478008270264,1.8232024908065796,0.8433837890625,0.786651611328125,0.5648193359375,0.35122036933898926,0.6482021808624268
